category,canonical,string_to_replace,alias,ipa,priority
Weitere Begriffe,istiʿānah,istiʿānah,Isti-aanah,/istiʕaːnah/,extended
Weitere Begriffe,isti'anah,isti'anah,Isti-aanah,/istiʕaːnah/,extended
Weitere Begriffe,istianah,istianah,Isti-aanah,/istiʕaːnah/,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Istiʿāḏah,Istiʿāḏah,Isti-aadhah,/istiʕaːðah/,extended
Weitere Begriffe,Isti'adhah,Isti'adhah,Isti-aadhah,/istiʕaːðah/,extended
Weitere Begriffe,Istiadhah,Istiadhah,Isti-aadhah,/istiʕaːðah/,extended
Weitere Begriffe,istiʿāḏah,istiʿāḏah,Isti-aadhah,/istiʕaːðah/,extended
Weitere Begriffe,isti'adhah,isti'adhah,Isti-aadhah,/istiʕaːðah/,extended
Weitere Begriffe,istiadhah,istiadhah,Isti-aadhah,/istiʕaːðah/,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Istiġāṯah,Istiġāṯah,Istighaathah,/istiɣaːθah/,extended
Weitere Begriffe,Istighathah,Istighathah,Istighaathah,/istiɣaːθah/,extended
Weitere Begriffe,istiġāṯah,istiġāṯah,Istighaathah,/istiɣaːθah/,extended
Weitere Begriffe,istighathah,istighathah,Istighaathah,/istiɣaːθah/,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Tawassul,Tawassul,Tawassul,/tawassul/,extended
Weitere Begriffe,tawassul,tawassul,Tawassul,/tawassul/,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Barakah,Barakah,Barakah,/barakah/,extended
Weitere Begriffe,barakah,barakah,Barakah,/barakah/,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Niʿmah,Niʿmah,Ni-mah,/niʕmah/,extended
Weitere Begriffe,Ni'mah,Ni'mah,Ni-mah,/niʕmah/,extended
Weitere Begriffe,Nimah,Nimah,Ni-mah,/niʕmah/,extended
Weitere Begriffe,niʿmah,niʿmah,Ni-mah,/niʕmah/,extended
Weitere Begriffe,ni'mah,ni'mah,Ni-mah,/niʕmah/,extended
Weitere Begriffe,nimah,nimah,Ni-mah,/niʕmah/,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Riḍā,Riḍā,Ridaa,/ridˤaː/,extended
Weitere Begriffe,Rida,Rida,Ridaa,/ridˤaː/,extended
Weitere Begriffe,riḍā,riḍā,Ridaa,/ridˤaː/,extended
Weitere Begriffe,rida,rida,Ridaa,/ridˤaː/,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Zuhd,Zuhd,Zuhd,/zuhd/,extended
Weitere Begriffe,zuhd,zuhd,Zuhd,/zuhd/,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Waraʿ,Waraʿ,Wara-,/waraʕ/,extended
Weitere Begriffe,Wara',Wara',Wara-,/waraʕ/,extended
Weitere Begriffe,Wara,Wara,Wara-,/waraʕ/,extended
Weitere Begriffe,waraʿ,waraʿ,Wara-,/waraʕ/,extended
Weitere Begriffe,wara',wara',Wara-,/waraʕ/,extended
Weitere Begriffe,wara,wara,Wara-,/waraʕ/,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Yaqīn,Yaqīn,Yaqiin,/jaqiːn/,extended
Weitere Begriffe,Yaqin,Yaqin,Yaqiin,/jaqiːn/,extended
Weitere Begriffe,yaqīn,yaqīn,Yaqiin,/jaqiːn/,extended
Weitere Begriffe,yaqin,yaqin,Yaqiin,/jaqiːn/,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Ḥusn aẓ-ẓann,Ḥusn aẓ-ẓann,Husn az-zann,/ħusn aðˤ.ðˤann/,extended
Weitere Begriffe,Husn az-zann,Husn az-zann,Husn az-zann,/ħusn aðˤ.ðˤann/,extended
Weitere Begriffe,ḥusn aẓ-ẓann,ḥusn aẓ-ẓann,Husn az-zann,/ħusn aðˤ.ðˤann/,extended
Weitere Begriffe,husn az-zann,husn az-zann,Husn az-zann,/ħusn aðˤ.ðˤann/,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Sūʾ aẓ-ẓann,Sūʾ aẓ-ẓann,Suu az-zann,/suːʔ aðˤ.ðˤann/,extended
Weitere Begriffe,Su' az-zann,Su' az-zann,Suu az-zann,/suːʔ aðˤ.ðˤann/,extended
Weitere Begriffe,Su az-zann,Su az-zann,Suu az-zann,/suːʔ aðˤ.ðˤann/,extended
Weitere Begriffe,sūʾ aẓ-ẓann,sūʾ aẓ-ẓann,Suu az-zann,/suːʔ aðˤ.ðˤann/,extended
Weitere Begriffe,su' az-zann,su' az-zann,Suu az-zann,/suːʔ aðˤ.ðˤann/,extended
Weitere Begriffe,su az-zann,su az-zann,Suu az-zann,/suːʔ aðˤ.ðˤann/,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Ṣidq,Ṣidq,Sidq,/sˤidq/,extended
Weitere Begriffe,Sidq,Sidq,Sidq,/sˤidq/,extended
Weitere Begriffe,ṣidq,ṣidq,Sidq,/sˤidq/,extended
Weitere Begriffe,sidq,sidq,Sidq,/sˤidq/,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Amānah,Amānah,Amaanah,/amaːnah/,extended
Weitere Begriffe,Amanah,Amanah,Amaanah,/amaːnah/,extended
Weitere Begriffe,amānah,amānah,Amaanah,/amaːnah/,extended
Weitere Begriffe,amanah,amanah,Amaanah,/amaːnah/,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Ḥilm,Ḥilm,Hilm,/ħilm/,extended
Weitere Begriffe,Hilm,Hilm,Hilm,/ħilm/,extended
Weitere Begriffe,ḥilm,ḥilm,Hilm,/ħilm/,extended
Weitere Begriffe,hilm,hilm,Hilm,/ħilm/,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Raḥmah,Raḥmah,Rahmah,/raħmah/,extended
Weitere Begriffe,Rahmah,Rahmah,Rahmah,/raħmah/,extended
Weitere Begriffe,raḥmah,raḥmah,Rahmah,/raħmah/,extended
Weitere Begriffe,rahmah,rahmah,Rahmah,/raħmah/,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Ghaḍab,Ghaḍab,Ghadab,/ɣadˤab/,extended
Weitere Begriffe,Ghadab,Ghadab,Ghadab,/ɣadˤab/,extended
Weitere Begriffe,ghaḍab,ghaḍab,Ghadab,/ɣadˤab/,extended
Weitere Begriffe,ghadab,ghadab,Ghadab,/ɣadˤab/,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Ġaḍab,Ġaḍab,Ghadab,/ɣadˤab/,extended
Weitere Begriffe,ġaḍab,ġaḍab,Ghadab,/ɣadˤab/,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Kibr,Kibr,Kibr,/kibr/,extended
Weitere Begriffe,kibr,kibr,Kibr,/kibr/,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",ʿUjb,ʿUjb,-Ujb,/ʕujb/,extended
Weitere Begriffe,'Ujb,'Ujb,-Ujb,/ʕujb/,extended
Weitere Begriffe,Ujb,Ujb,-Ujb,/ʕujb/,extended
Weitere Begriffe,ʿujb,ʿujb,-Ujb,/ʕujb/,extended
Weitere Begriffe,'ujb,'ujb,-Ujb,/ʕujb/,extended
Weitere Begriffe,ujb,ujb,-Ujb,/ʕujb/,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Riyāʾ,Riyāʾ,Riyaa-,/rijaːʔ/,extended
Weitere Begriffe,Riya',Riya',Riyaa-,/rijaːʔ/,extended
Weitere Begriffe,Riya,Riya,Riyaa-,/rijaːʔ/,extended
Weitere Begriffe,riyāʾ,riyāʾ,Riyaa-,/rijaːʔ/,extended
Weitere Begriffe,riya',riya',Riyaa-,/rijaːʔ/,extended
Weitere Begriffe,riya,riya,Riyaa-,/rijaːʔ/,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Ḥasad,Ḥasad,Hasad,/ħasad/,extended
Weitere Begriffe,Hasad,Hasad,Hasad,/ħasad/,extended
Weitere Begriffe,ḥasad,ḥasad,Hasad,/ħasad/,extended
Weitere Begriffe,hasad,hasad,Hasad,/ħasad/,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Ghibah,Ghibah,Ghibah,/ɣibah/,extended
Weitere Begriffe,ghibah,ghibah,Ghibah,/ɣibah/,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Ġībah,Ġībah,Ghiibah,/ɣiːbah/,extended
Weitere Begriffe,ġībah,ġībah,Ghiibah,/ɣiːbah/,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Namīmah,Namīmah,Namiimah,/namiːmah/,extended
Weitere Begriffe,Namimah,Namimah,Namiimah,/namiːmah/,extended
Weitere Begriffe,namīmah,namīmah,Namiimah,/namiːmah/,extended
Weitere Begriffe,namimah,namimah,Namiimah,/namiːmah/,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Fitnah,Fitnah,Fitnah,/fitnah/,extended
Weitere Begriffe,fitnah,fitnah,Fitnah,/fitnah/,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Fitan,Fitan,Fitan,/fitan/,extended
Weitere Begriffe,fitan,fitan,Fitan,/fitan/,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Ṣilah ar-raḥim,Ṣilah ar-raḥim,Silah ar-rahim,/sˤilah ar.raħim/,extended
Weitere Begriffe,Silah ar-rahim,Silah ar-rahim,Silah ar-rahim,/sˤilah ar.raħim/,extended
Weitere Begriffe,ṣilah ar-raḥim,ṣilah ar-raḥim,Silah ar-rahim,/sˤilah ar.raħim/,extended
Weitere Begriffe,silah ar-rahim,silah ar-rahim,Silah ar-rahim,/sˤilah ar.raħim/,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Birr al-wālidayn,Birr al-wālidayn,Birr al-waalidayn,/birr al.waːlidajn/,extended
Weitere Begriffe,Birr al-walidayn,Birr al-walidayn,Birr al-waalidayn,/birr al.waːlidajn/,extended
Weitere Begriffe,birr al-wālidayn,birr al-wālidayn,Birr al-waalidayn,/birr al.waːlidajn/,extended
Weitere Begriffe,birr al-walidayn,birr al-walidayn,Birr al-waalidayn,/birr al.waːlidajn/,extended
"Orte, Geschichte & Zeit",Makkah,Makkah,Makkah,/makkah/,extended
Weitere Begriffe,makkah,makkah,Makkah,/makkah/,extended
"Orte, Geschichte & Zeit",Makkah al-Mukarramah,Makkah al-Mukarramah,Makkah al-Mukarramah,/makkah al.mukarramah/,extended
Weitere Begriffe,makkah al-mukarramah,makkah al-mukarramah,Makkah al-Mukarramah,/makkah al.mukarramah/,extended
"Orte, Geschichte & Zeit",Madinah,Madinah,Madinah,/madinah/,extended
Weitere Begriffe,madinah,madinah,Madinah,/madinah/,extended
"Orte, Geschichte & Zeit",al-Madīnah,al-Madīnah,al-Madiinah,/al.madiːnah/,extended
Weitere Begriffe,al-Madinah,al-Madinah,al-Madiinah,/al.madiːnah/,extended
Weitere Begriffe,al-madīnah,al-madīnah,al-Madiinah,/al.madiːnah/,extended
Weitere Begriffe,al-madinah,al-madinah,al-Madiinah,/al.madiːnah/,extended
"Orte, Geschichte & Zeit",al-Madīnah al-Munawwarah,al-Madīnah al-Munawwarah,al-Madiinah al-Munawwarah,/al.madiːnah al.munawwarah/,extended
Weitere Begriffe,al-Madinah al-Munawwarah,al-Madinah al-Munawwarah,al-Madiinah al-Munawwarah,/al.madiːnah al.munawwarah/,extended
Weitere Begriffe,al-madīnah al-munawwarah,al-madīnah al-munawwarah,al-Madiinah al-Munawwarah,/al.madiːnah al.munawwarah/,extended
Weitere Begriffe,al-madinah al-munawwarah,al-madinah al-munawwarah,al-Madiinah al-Munawwarah,/al.madiːnah al.munawwarah/,extended
"Orte, Geschichte & Zeit",Kaʿbah,Kaʿbah,Ka-bah,/kaʕbah/,extended
Weitere Begriffe,Ka'bah,Ka'bah,Ka-bah,/kaʕbah/,extended
Weitere Begriffe,Kabah,Kabah,Ka-bah,/kaʕbah/,extended
Weitere Begriffe,kaʿbah,kaʿbah,Ka-bah,/kaʕbah/,extended
Weitere Begriffe,ka'bah,ka'bah,Ka-bah,/kaʕbah/,extended
Weitere Begriffe,kabah,kabah,Ka-bah,/kaʕbah/,extended
"Orte, Geschichte & Zeit",al-Kaʿbah,al-Kaʿbah,al-Ka-bah,/al.kaʕbah/,extended
Weitere Begriffe,al-Ka'bah,al-Ka'bah,al-Ka-bah,/al.kaʕbah/,extended
Weitere Begriffe,al-Kabah,al-Kabah,al-Ka-bah,/al.kaʕbah/,extended
Weitere Begriffe,al-kaʿbah,al-kaʿbah,al-Ka-bah,/al.kaʕbah/,extended
Weitere Begriffe,al-ka'bah,al-ka'bah,al-Ka-bah,/al.kaʕbah/,extended
Weitere Begriffe,al-kabah,al-kabah,al-Ka-bah,/al.kaʕbah/,extended
"Orte, Geschichte & Zeit",al-Masǧid al-Ḥarām,al-Masǧid al-Ḥarām,al-Masdschid al-Haraam,/al.masd͡ʒid al.ħaraːm/,extended
Weitere Begriffe,al-Masjid al-Haram,al-Masjid al-Haram,al-Masdschid al-Haraam,/al.masd͡ʒid al.ħaraːm/,extended
Weitere Begriffe,al-masǧid al-ḥarām,al-masǧid al-ḥarām,al-Masdschid al-Haraam,/al.masd͡ʒid al.ħaraːm/,extended
Weitere Begriffe,al-masjid al-haram,al-masjid al-haram,al-Masdschid al-Haraam,/al.masd͡ʒid al.ħaraːm/,extended
"Orte, Geschichte & Zeit",al-Masǧid an-Nabawī,al-Masǧid an-Nabawī,al-Masdschid an-Nabawii,/al.masd͡ʒid an.nabawiː/,extended
Weitere Begriffe,al-Masjid an-Nabawi,al-Masjid an-Nabawi,al-Masdschid an-Nabawii,/al.masd͡ʒid an.nabawiː/,extended
Weitere Begriffe,al-masǧid an-nabawī,al-masǧid an-nabawī,al-Masdschid an-Nabawii,/al.masd͡ʒid an.nabawiː/,extended
Weitere Begriffe,al-masjid an-nabawi,al-masjid an-nabawi,al-Masdschid an-Nabawii,/al.masd͡ʒid an.nabawiː/,extended
"Orte, Geschichte & Zeit",Masǧid Qubāʾ,Masǧid Qubāʾ,Masdschid Qubaa-,/masd͡ʒid qubaːʔ/,extended
Weitere Begriffe,Masjid Quba',Masjid Quba',Masdschid Qubaa-,/masd͡ʒid qubaːʔ/,extended
Weitere Begriffe,Masjid Quba,Masjid Quba,Masdschid Qubaa-,/masd͡ʒid qubaːʔ/,extended
Weitere Begriffe,masǧid qubāʾ,masǧid qubāʾ,Masdschid Qubaa-,/masd͡ʒid qubaːʔ/,extended
Weitere Begriffe,masjid quba',masjid quba',Masdschid Qubaa-,/masd͡ʒid qubaːʔ/,extended
Weitere Begriffe,masjid quba,masjid quba,Masdschid Qubaa-,/masd͡ʒid qubaːʔ/,extended
"Orte, Geschichte & Zeit",Bayt al-Maqdis,Bayt al-Maqdis,Bayt al-Maqdis,/bajt al.maqdis/,extended
Weitere Begriffe,bayt al-maqdis,bayt al-maqdis,Bayt al-Maqdis,/bajt al.maqdis/,extended
"Orte, Geschichte & Zeit",al-Quds,al-Quds,al-Quds,/al.quds/,extended
Weitere Begriffe,al-quds,al-quds,al-Quds,/al.quds/,extended
"Orte, Geschichte & Zeit",ʿArafāt,ʿArafāt,-Arafaat,/ʕarafaːt/,extended
Weitere Begriffe,'Arafat,'Arafat,-Arafaat,/ʕarafaːt/,extended
Weitere Begriffe,Arafat,Arafat,-Arafaat,/ʕarafaːt/,extended
Weitere Begriffe,ʿarafāt,ʿarafāt,-Arafaat,/ʕarafaːt/,extended
Weitere Begriffe,'arafat,'arafat,-Arafaat,/ʕarafaːt/,extended
Weitere Begriffe,arafat,arafat,-Arafaat,/ʕarafaːt/,extended
"Orte, Geschichte & Zeit",Zamzam,Zamzam,Zamzam,/zamzam/,extended
Weitere Begriffe,zamzam,zamzam,Zamzam,/zamzam/,extended
"Orte, Geschichte & Zeit",Ḥiǧāz,Ḥiǧāz,Hidschaaz,/ħid͡ʒaːz/,extended
Weitere Begriffe,Hijaz,Hijaz,Hidschaaz,/ħid͡ʒaːz/,extended
Weitere Begriffe,ḥiǧāz,ḥiǧāz,Hidschaaz,/ħid͡ʒaːz/,extended
Weitere Begriffe,hijaz,hijaz,Hidschaaz,/ħid͡ʒaːz/,extended
"Orte, Geschichte & Zeit",Najd,Najd,Najd,/najd/,extended
Weitere Begriffe,najd,najd,Najd,/najd/,extended
"Orte, Geschichte & Zeit",Yaman,Yaman,Yaman,/jaman/,extended
Weitere Begriffe,yaman,yaman,Yaman,/jaman/,extended
"Orte, Geschichte & Zeit",aš-Šām,aš-Šām,asch-Schaam,/aʃ.ʃaːm/,extended
Weitere Begriffe,ash-Sham,ash-Sham,asch-Schaam,/aʃ.ʃaːm/,extended
Weitere Begriffe,aš-šām,aš-šām,asch-Schaam,/aʃ.ʃaːm/,extended
Weitere Begriffe,ash-sham,ash-sham,asch-Schaam,/aʃ.ʃaːm/,extended
"Orte, Geschichte & Zeit",Dimashq,Dimashq,Dimashq,/dimaʃq/,extended
Weitere Begriffe,dimashq,dimashq,Dimashq,/dimaʃq/,extended
"Orte, Geschichte & Zeit",Baghdād,Baghdād,Baghdaad,/baɣdaːd/,extended
Weitere Begriffe,Baghdad,Baghdad,Baghdaad,/baɣdaːd/,extended
Weitere Begriffe,baghdād,baghdād,Baghdaad,/baɣdaːd/,extended
Weitere Begriffe,baghdad,baghdad,Baghdaad,/baɣdaːd/,extended
"Orte, Geschichte & Zeit",Baṣrah,Baṣrah,Basrah,/basˤrah/,extended
Weitere Begriffe,Basrah,Basrah,Basrah,/basˤrah/,extended
Weitere Begriffe,baṣrah,baṣrah,Basrah,/basˤrah/,extended
Weitere Begriffe,basrah,basrah,Basrah,/basˤrah/,extended
"Orte, Geschichte & Zeit",Kūfah,Kūfah,Kuufah,/kuːfah/,extended
Weitere Begriffe,Kufah,Kufah,Kuufah,/kuːfah/,extended
Weitere Begriffe,kūfah,kūfah,Kuufah,/kuːfah/,extended
Weitere Begriffe,kufah,kufah,Kuufah,/kuːfah/,extended
"Orte, Geschichte & Zeit",Miṣr,Miṣr,Misr,/misˤr/,extended
Weitere Begriffe,Misr,Misr,Misr,/misˤr/,extended
Weitere Begriffe,miṣr,miṣr,Misr,/misˤr/,extended
Weitere Begriffe,misr,misr,Misr,/misˤr/,extended
"Orte, Geschichte & Zeit",Badr,Badr,Badr,/badr/,extended
Weitere Begriffe,badr,badr,Badr,/badr/,extended
"Orte, Geschichte & Zeit",Uḥud,Uḥud,Uhud,/uħud/,extended
Weitere Begriffe,Uhud,Uhud,Uhud,/uħud/,extended
Weitere Begriffe,uḥud,uḥud,Uhud,/uħud/,extended
Weitere Begriffe,uhud,uhud,Uhud,/uħud/,extended
"Orte, Geschichte & Zeit",Khandaq,Khandaq,Khandaq,/xandaq/,extended
Weitere Begriffe,khandaq,khandaq,Khandaq,/xandaq/,extended
"Orte, Geschichte & Zeit",Ḥudaybiyyah,Ḥudaybiyyah,Hudaybiyyah,/ħudajbijjah/,extended
Weitere Begriffe,Hudaybiyyah,Hudaybiyyah,Hudaybiyyah,/ħudajbijjah/,extended
Weitere Begriffe,ḥudaybiyyah,ḥudaybiyyah,Hudaybiyyah,/ħudajbijjah/,extended
Weitere Begriffe,hudaybiyyah,hudaybiyyah,Hudaybiyyah,/ħudajbijjah/,extended
"Orte, Geschichte & Zeit",Khaybar,Khaybar,Khaybar,/xajbar/,extended
Weitere Begriffe,khaybar,khaybar,Khaybar,/xajbar/,extended
"Orte, Geschichte & Zeit",Ḥunayn,Ḥunayn,Hunayn,/ħunajn/,extended
Weitere Begriffe,Hunayn,Hunayn,Hunayn,/ħunajn/,extended
Weitere Begriffe,ḥunayn,ḥunayn,Hunayn,/ħunajn/,extended
Weitere Begriffe,hunayn,hunayn,Hunayn,/ħunajn/,extended
"Orte, Geschichte & Zeit",Ṭāʾif,Ṭāʾif,Taa-if,/tˤaːʔif/,extended
Weitere Begriffe,Ta'if,Ta'if,Taa-if,/tˤaːʔif/,extended
Weitere Begriffe,Taif,Taif,Taa-if,/tˤaːʔif/,extended
Weitere Begriffe,ṭāʾif,ṭāʾif,Taa-if,/tˤaːʔif/,extended
Weitere Begriffe,ta'if,ta'if,Taa-if,/tˤaːʔif/,extended
Weitere Begriffe,taif,taif,Taa-if,/tˤaːʔif/,extended
"Orte, Geschichte & Zeit",Tabūk,Tabūk,Tabuuk,/tabuːk/,extended
Weitere Begriffe,Tabuk,Tabuk,Tabuuk,/tabuːk/,extended
Weitere Begriffe,tabūk,tabūk,Tabuuk,/tabuːk/,extended
Weitere Begriffe,tabuk,tabuk,Tabuuk,/tabuːk/,extended
"Orte, Geschichte & Zeit",Muʾtah,Muʾtah,Mu-tah,/muʔtah/,extended
Weitere Begriffe,Mu'tah,Mu'tah,Mu-tah,/muʔtah/,extended
Weitere Begriffe,Mutah,Mutah,Mu-tah,/muʔtah/,extended
Weitere Begriffe,muʾtah,muʾtah,Mu-tah,/muʔtah/,extended
Weitere Begriffe,mu'tah,mu'tah,Mu-tah,/muʔtah/,extended
Weitere Begriffe,mutah,mutah,Mu-tah,/muʔtah/,extended
"Orte, Geschichte & Zeit",Yarmūk,Yarmūk,Yarmuuk,/jarmuːk/,extended
Weitere Begriffe,Yarmuk,Yarmuk,Yarmuuk,/jarmuːk/,extended
Weitere Begriffe,yarmūk,yarmūk,Yarmuuk,/jarmuːk/,extended
Weitere Begriffe,yarmuk,yarmuk,Yarmuuk,/jarmuːk/,extended
"Orte, Geschichte & Zeit",Qādisiyyah,Qādisiyyah,Qaadisiyyah,/qaːdisijjah/,extended
Weitere Begriffe,Qadisiyyah,Qadisiyyah,Qaadisiyyah,/qaːdisijjah/,extended
Weitere Begriffe,qādisiyyah,qādisiyyah,Qaadisiyyah,/qaːdisijjah/,extended
Weitere Begriffe,qadisiyyah,qadisiyyah,Qaadisiyyah,/qaːdisijjah/,extended
"Orte, Geschichte & Zeit",Karbalaʾ,Karbalaʾ,Karbala-,/karbalaʔ/,extended
Weitere Begriffe,Karbala',Karbala',Karbala-,/karbalaʔ/,extended
Weitere Begriffe,Karbala,Karbala,Karbala-,/karbalaʔ/,extended
Weitere Begriffe,karbalaʾ,karbalaʾ,Karbala-,/karbalaʔ/,extended
Weitere Begriffe,karbala',karbala',Karbala-,/karbalaʔ/,extended
Weitere Begriffe,karbala,karbala,Karbala-,/karbalaʔ/,extended
"Orte, Geschichte & Zeit",Muḥarram,Muḥarram,Muharram,/muħarram/,extended
Weitere Begriffe,Muharram,Muharram,Muharram,/muħarram/,extended
Weitere Begriffe,muḥarram,muḥarram,Muharram,/muħarram/,extended
Weitere Begriffe,muharram,muharram,Muharram,/muħarram/,extended
"Orte, Geschichte & Zeit",Ṣafar,Ṣafar,Safar,/sˤafar/,extended
Weitere Begriffe,Safar,Safar,Safar,/sˤafar/,extended
Weitere Begriffe,ṣafar,ṣafar,Safar,/sˤafar/,extended
Weitere Begriffe,safar,safar,Safar,/sˤafar/,extended
"Orte, Geschichte & Zeit",Rabīʿ al-awwal,Rabīʿ al-awwal,Rabii al-awwal,/rabiːʕ al.awwal/,extended
Weitere Begriffe,Rabi' al-awwal,Rabi' al-awwal,Rabii al-awwal,/rabiːʕ al.awwal/,extended
Weitere Begriffe,Rabi al-awwal,Rabi al-awwal,Rabii al-awwal,/rabiːʕ al.awwal/,extended
Weitere Begriffe,rabīʿ al-awwal,rabīʿ al-awwal,Rabii al-awwal,/rabiːʕ al.awwal/,extended
Weitere Begriffe,rabi' al-awwal,rabi' al-awwal,Rabii al-awwal,/rabiːʕ al.awwal/,extended
Weitere Begriffe,rabi al-awwal,rabi al-awwal,Rabii al-awwal,/rabiːʕ al.awwal/,extended
"Orte, Geschichte & Zeit",Rabīʿ al-ākhir,Rabīʿ al-ākhir,Rabii al-aakhir,/rabiːʕ al.aːxir/,extended
Weitere Begriffe,Rabi' al-akhir,Rabi' al-akhir,Rabii al-aakhir,/rabiːʕ al.aːxir/,extended
Weitere Begriffe,Rabi al-akhir,Rabi al-akhir,Rabii al-aakhir,/rabiːʕ al.aːxir/,extended
Weitere Begriffe,rabīʿ al-ākhir,rabīʿ al-ākhir,Rabii al-aakhir,/rabiːʕ al.aːxir/,extended
Weitere Begriffe,rabi' al-akhir,rabi' al-akhir,Rabii al-aakhir,/rabiːʕ al.aːxir/,extended
Weitere Begriffe,rabi al-akhir,rabi al-akhir,Rabii al-aakhir,/rabiːʕ al.aːxir/,extended
"Orte, Geschichte & Zeit",Rabīʿ aṯ-ṯānī,Rabīʿ aṯ-ṯānī,Rabii ath-thaanii,/rabiːʕ aθ.θaːniː/,extended
Weitere Begriffe,Rabi' ath-thani,Rabi' ath-thani,Rabii ath-thaanii,/rabiːʕ aθ.θaːniː/,extended
Weitere Begriffe,Rabi ath-thani,Rabi ath-thani,Rabii ath-thaanii,/rabiːʕ aθ.θaːniː/,extended
Weitere Begriffe,rabīʿ aṯ-ṯānī,rabīʿ aṯ-ṯānī,Rabii ath-thaanii,/rabiːʕ aθ.θaːniː/,extended
Weitere Begriffe,rabi' ath-thani,rabi' ath-thani,Rabii ath-thaanii,/rabiːʕ aθ.θaːniː/,extended
Weitere Begriffe,rabi ath-thani,rabi ath-thani,Rabii ath-thaanii,/rabiːʕ aθ.θaːniː/,extended
"Orte, Geschichte & Zeit",Ǧumādā al-ūlā,Ǧumādā al-ūlā,Dschumaadaa al-uulaa,/d͡ʒumaːdaː al.uːlaː/,extended
Weitere Begriffe,Jumada al-ula,Jumada al-ula,Dschumaadaa al-uulaa,/d͡ʒumaːdaː al.uːlaː/,extended
Weitere Begriffe,ǧumādā al-ūlā,ǧumādā al-ūlā,Dschumaadaa al-uulaa,/d͡ʒumaːdaː al.uːlaː/,extended
Weitere Begriffe,jumada al-ula,jumada al-ula,Dschumaadaa al-uulaa,/d͡ʒumaːdaː al.uːlaː/,extended
"Orte, Geschichte & Zeit",Ǧumādā al-ākhirah,Ǧumādā al-ākhirah,Dschumaadaa al-aakhirah,/d͡ʒumaːdaː al.aːxirah/,extended
Weitere Begriffe,Jumada al-akhirah,Jumada al-akhirah,Dschumaadaa al-aakhirah,/d͡ʒumaːdaː al.aːxirah/,extended
Weitere Begriffe,ǧumādā al-ākhirah,ǧumādā al-ākhirah,Dschumaadaa al-aakhirah,/d͡ʒumaːdaː al.aːxirah/,extended
Weitere Begriffe,jumada al-akhirah,jumada al-akhirah,Dschumaadaa al-aakhirah,/d͡ʒumaːdaː al.aːxirah/,extended
"Orte, Geschichte & Zeit",Raǧab,Raǧab,Radschab,/rad͡ʒab/,extended
Weitere Begriffe,Rajab,Rajab,Radschab,/rad͡ʒab/,extended
Weitere Begriffe,raǧab,raǧab,Radschab,/rad͡ʒab/,extended
Weitere Begriffe,rajab,rajab,Radschab,/rad͡ʒab/,extended
"Orte, Geschichte & Zeit",Šaʿbān,Šaʿbān,Scha-baan,/ʃaʕbaːn/,extended
Weitere Begriffe,Sha'ban,Sha'ban,Scha-baan,/ʃaʕbaːn/,extended
Weitere Begriffe,Shaban,Shaban,Scha-baan,/ʃaʕbaːn/,extended
Weitere Begriffe,šaʿbān,šaʿbān,Scha-baan,/ʃaʕbaːn/,extended
Weitere Begriffe,sha'ban,sha'ban,Scha-baan,/ʃaʕbaːn/,extended
Weitere Begriffe,shaban,shaban,Scha-baan,/ʃaʕbaːn/,extended
"Orte, Geschichte & Zeit",Šawwāl,Šawwāl,Schawwaal,/ʃawwaːl/,extended
Weitere Begriffe,Shawwal,Shawwal,Schawwaal,/ʃawwaːl/,extended
Weitere Begriffe,šawwāl,šawwāl,Schawwaal,/ʃawwaːl/,extended
Weitere Begriffe,shawwal,shawwal,Schawwaal,/ʃawwaːl/,extended
