category,input,alias,ipa,priority
"Herzenshandlungen, Duʿāʾ & Spiritualität",Fitan,Fitan,fitan,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Ṣilah ar-raḥim,Silah ar-rahim,sˤilah ar.raħim,extended
"Herzenshandlungen, Duʿāʾ & Spiritualität",Birr al-wālidayn,Birr al-waalidayn,birr al.waːlidajn,extended
"Orte, Geschichte & Zeit",Makkah,Makkah,makkah,extended
"Orte, Geschichte & Zeit",Makkah al-Mukarramah,Makkah al-Mukarramah,makkah al.mukarramah,extended
"Orte, Geschichte & Zeit",Madinah,Madinah,madinah,extended
"Orte, Geschichte & Zeit",al-Madīnah,al-Madiinah,al.madiːnah,extended
"Orte, Geschichte & Zeit",al-Madīnah al-Munawwarah,al-Madiinah al-Munawwarah,al.madiːnah al.munawwarah,extended
"Orte, Geschichte & Zeit",Kaʿbah,Ka-bah,kaʕbah,extended
"Orte, Geschichte & Zeit",al-Kaʿbah,al-Ka-bah,al.kaʕbah,extended
"Orte, Geschichte & Zeit",al-Masǧid al-Ḥarām,al-Masdschid al-Haraam,al.masd͡ʒid al.ħaraːm,extended
"Orte, Geschichte & Zeit",al-Masǧid an-Nabawī,al-Masdschid an-Nabawii,al.masd͡ʒid an.nabawiː,extended
"Orte, Geschichte & Zeit",Masǧid Qubāʾ,Masdschid Qubaa-,masd͡ʒid qubaːʔ,extended
"Orte, Geschichte & Zeit",Bayt al-Maqdis,Bayt al-Maqdis,bajt al.maqdis,extended
"Orte, Geschichte & Zeit",al-Quds,al-Quds,al.quds,extended
"Orte, Geschichte & Zeit",Mina,Mina,mina,extended
"Orte, Geschichte & Zeit",ʿArafāt,-Arafaat,ʕarafaːt,extended
"Orte, Geschichte & Zeit",Zamzam,Zamzam,zamzam,extended
"Orte, Geschichte & Zeit",Ḥiǧāz,Hidschaaz,ħid͡ʒaːz,extended
"Orte, Geschichte & Zeit",Najd,Najd,najd,extended
"Orte, Geschichte & Zeit",Yaman,Yaman,jaman,extended
"Orte, Geschichte & Zeit",aš-Šām,asch-Schaam,aʃ.ʃaːm,extended
"Orte, Geschichte & Zeit",Dimashq,Dimashq,dimaʃq,extended
"Orte, Geschichte & Zeit",Baghdād,Baghdaad,baɣdaːd,extended
"Orte, Geschichte & Zeit",Baṣrah,Basrah,basˤrah,extended
"Orte, Geschichte & Zeit",Kūfah,Kuufah,kuːfah,extended
"Orte, Geschichte & Zeit",Miṣr,Misr,misˤr,extended
"Orte, Geschichte & Zeit",Badr,Badr,badr,extended
"Orte, Geschichte & Zeit",Uḥud,Uhud,uħud,extended
"Orte, Geschichte & Zeit",Khandaq,Khandaq,xandaq,extended
"Orte, Geschichte & Zeit",Ḥudaybiyyah,Hudaybiyyah,ħudajbijjah,extended
"Orte, Geschichte & Zeit",Khaybar,Khaybar,xajbar,extended
"Orte, Geschichte & Zeit",Ḥunayn,Hunayn,ħunajn,extended
"Orte, Geschichte & Zeit",Ṭāʾif,Taa-if,tˤaːʔif,extended
"Orte, Geschichte & Zeit",Tabūk,Tabuuk,tabuːk,extended
"Orte, Geschichte & Zeit",Muʾtah,Mu-tah,muʔtah,extended
"Orte, Geschichte & Zeit",Yarmūk,Yarmuuk,jarmuːk,extended
"Orte, Geschichte & Zeit",Qādisiyyah,Qaadisiyyah,qaːdisijjah,extended
"Orte, Geschichte & Zeit",Karbalaʾ,Karbala-,karbalaʔ,extended
"Orte, Geschichte & Zeit",Muḥarram,Muharram,muħarram,extended
"Orte, Geschichte & Zeit",Ṣafar,Safar,sˤafar,extended
"Orte, Geschichte & Zeit",Rabīʿ al-awwal,Rabii al-awwal,rabiːʕ al.awwal,extended
"Orte, Geschichte & Zeit",Rabīʿ al-ākhir,Rabii al-aakhir,rabiːʕ al.aːxir,extended
"Orte, Geschichte & Zeit",Rabīʿ aṯ-ṯānī,Rabii ath-thaanii,rabiːʕ aθ.θaːniː,extended
"Orte, Geschichte & Zeit",Ǧumādā al-ūlā,Dschumaadaa al-uulaa,d͡ʒumaːdaː al.uːlaː,extended
"Orte, Geschichte & Zeit",Ǧumādā al-ākhirah,Dschumaadaa al-aakhirah,d͡ʒumaːdaː al.aːxirah,extended
"Orte, Geschichte & Zeit",Raǧab,Radschab,rad͡ʒab,extended
"Orte, Geschichte & Zeit",Šaʿbān,Scha-baan,ʃaʕbaːn,extended
"Orte, Geschichte & Zeit",Šawwāl,Schawwaal,ʃawwaːl,extended
"Orte, Geschichte & Zeit",Ḏū al-Qaʿdah,Dhuu al-Qa-dah,ðuː al.qaʕdah,extended
"Orte, Geschichte & Zeit",Ḏū al-Ḥiǧǧah,Dhuu al-Hidschdschah,ðuː al.ħid͡ʒd͡ʒah,extended
"Orte, Geschichte & Zeit",ʿĀšūrāʾ,-Aaschuuraa-,ʕaːʃuːraːʔ,extended
"Orte, Geschichte & Zeit",ʿĪd al-Fiṭr,-Iid al-Fitr,ʕiːd al.fitˤr,extended
"Orte, Geschichte & Zeit",ʿĪd al-Aḍḥā,-Iid al-Adhaa,ʕiːd al.adˤħaː,extended
"Orte, Geschichte & Zeit",Hiǧrī,Hidschrii,hid͡ʒriː,extended
"Orte, Geschichte & Zeit",Hijrī,Hijrii,hijriː,extended
Bücher & Sammlungen,Ṣaḥīḥ al-Bukhārī,Sahiih al-Bukhaarii,sˤaħiːħ al.buxaːriː,extended
Bücher & Sammlungen,Ṣaḥīḥ Muslim,Sahiih Muslim,sˤaħiːħ muslim,extended
Bücher & Sammlungen,Sunan Abī Dāwūd,Sunan Abii Daawuud,sunan abiː daːwuːd,extended
Bücher & Sammlungen,Ǧāmiʿ at-Tirmiḏī,Dschaami at-Tirmidhii,d͡ʒaːmiʕ at.tirmiðiː,extended
Bücher & Sammlungen,Sunan an-Nasāʾī,Sunan an-Nasaa-ii,sunan an.nasaːʔiː,extended
Bücher & Sammlungen,Sunan Ibn Māǧah,Sunan Ibn Maadschah,sunan ibn maːd͡ʒah,extended
Bücher & Sammlungen,Musnad Aḥmad,Musnad Ahmad,musnad aħmad,extended
Bücher & Sammlungen,Sunan ad-Dārimī,Sunan ad-Daarimii,sunan ad.daːrimiː,extended
Bücher & Sammlungen,al-Muwaṭṭaʾ,al-Muwatta-,al.muwatˤtˤaʔ,extended
Bücher & Sammlungen,Muwaṭṭaʾ Mālik,Muwatta Maalik,muwatˤtˤaʔ maːlik,extended
Bücher & Sammlungen,Ṣaḥīḥ Ibn Khuzaymah,Sahiih Ibn Khuzaymah,sˤaħiːħ ibn xuzajmah,extended
Bücher & Sammlungen,Ṣaḥīḥ Ibn Ḥibbān,Sahiih Ibn Hibbaan,sˤaħiːħ ibn ħibbaːn,extended
Bücher & Sammlungen,Muṣannaf Ibn Abī Šaybah,Musannaf Ibn Abii Schaybah,musˤannaf ibn abiː ʃajbah,extended
Bücher & Sammlungen,Muṣannaf ʿAbd ar-Razzāq,Musannaf Abd ar-Razzaaq,musˤannaf ʕabd ar.razzaːq,extended
Bücher & Sammlungen,Tafsīr aṭ-Ṭabarī,Tafsiir at-Tabarii,tafsiːr atˤ.tˤabariː,extended
Bücher & Sammlungen,Tafsīr Ibn Kaṯīr,Tafsiir Ibn Kathiir,tafsiːr ibn kaθiːr,extended
Bücher & Sammlungen,Tafsīr al-Qurṭubī,Tafsiir al-Qurtubii,tafsiːr al.qurtˤubiː,extended
Bücher & Sammlungen,Tafsīr al-Baġawī,Tafsiir al-Baghawii,tafsiːr al.baɣawiː,extended
Bücher & Sammlungen,Fatḥ al-Bārī,Fath al-Baarii,fatħ al.baːriː,extended
Bücher & Sammlungen,Šarḥ Ṣaḥīḥ Muslim,Scharh Sahiih Muslim,ʃarħ sˤaħiːħ muslim,extended
Bücher & Sammlungen,Riyāḍ aṣ-Ṣāliḥīn,Riyaad as-Saalihiin,rijaːdˤ asˤ.sˤaːliħiːn,extended
Bücher & Sammlungen,Bulūġ al-Marām,Buluugh al-Maraam,buluːɣ al.maraːm,extended
Bücher & Sammlungen,al-Adab al-Mufrad,al-Adab al-Mufrad,al.adab al.mufrad,extended
Bücher & Sammlungen,al-ʿAqīdah al-Wāsiṭiyyah,al-Aqiidah al-Waasitiyyah,al.ʕaqiːdah al.waːsitˤijjah,extended
Bücher & Sammlungen,al-ʿAqīdah aṭ-Ṭaḥāwiyyah,al-Aqiidah at-Tahaawiyyah,al.ʕaqiːdah atˤ.tˤaħaːwijjah,extended
Bücher & Sammlungen,aš-Šarīʿah,asch-Scharii-ah,aʃ.ʃariːʕah,extended
Bücher & Sammlungen,as-Sunnah,as-Sunnah,as.sunnah,extended
Bücher & Sammlungen,Uṣūl as-Sunnah,Usuul as-Sunnah,usˤuːl as.sunnah,extended
Bücher & Sammlungen,Šarḥ Uṣūl Iʿtiqād Ahl as-Sunnah,Scharh Usuul I-tiqaad Ahl as-Sunnah,ʃarħ usˤuːl iʕtiqaːd ahl as.sunnah,extended
Bücher & Sammlungen,al-Ibānah,al-Ibaanah,al.ibaːnah,extended
Bücher & Sammlungen,Kitāb at-Tawḥīd,Kitaab at-Tawhiid,kitaːb at.tawħiːd,extended
Bücher & Sammlungen,Kitāb al-Īmān,Kitaab al-Iimaan,kitaːb al.iːmaːn,extended
Bücher & Sammlungen,Kitāb as-Sunnah,Kitaab as-Sunnah,kitaːb as.sunnah,extended
Bücher & Sammlungen,Majmūʿ al-Fatāwā,Majmuu al-Fataawaa,majmuːʕ al.fataːwaː,extended
Bücher & Sammlungen,Zād al-Maʿād,Zaad al-Ma-aad,zaːd al.maʕaːd,extended
Bücher & Sammlungen,Iʿlām al-Muwaqqiʿīn,I-laam al-Muwaqqi-iin,iʕlaːm al.muwaqqiʕiːn,extended
Bücher & Sammlungen,Madāriǧ as-Sālikīn,Madaaridsch as-Saalikiin,madaːrid͡ʒ as.saːlikiːn,extended
Bücher & Sammlungen,al-Bidāyah wa-n-Nihāyah,al-Bidaayah wa-n-Nihaayah,al.bidaːjah wa.n.nihaːjah,extended
Bücher & Sammlungen,Siyar Aʿlām an-Nubalāʾ,Siyar A-laam an-Nubalaa-,sijar aʕlaːm an.nubalaːʔ,extended
Bücher & Sammlungen,Tahḏīb al-Kamāl,Tahdhiib al-Kamaal,tahðiːb al.kamaːl,extended
Bücher & Sammlungen,Tahḏīb at-Tahḏīb,Tahdhiib at-Tahdhiib,tahðiːb at.tahðiːb,extended
Bücher & Sammlungen,Lisān al-Mīzān,Lisaan al-Miizaan,lisaːn al.miːzaːn,extended
Bücher & Sammlungen,al-Muġnī,al-Mughnii,al.muɣniː,extended
Bücher & Sammlungen,al-Majmūʿ,al-Majmuu-,al.majmuːʕ,extended
Bücher & Sammlungen,al-Mabsūṭ,al-Mabsuut,al.mabsuːtˤ,extended
Bücher & Sammlungen,Badāʾiʿ aṣ-Ṣanāʾiʿ,Badaa-i as-Sanaa-i-,badaːʔiʕ asˤ.sˤanaːʔiʕ,extended
Bücher & Sammlungen,Bidāyat al-Mujtahid,Bidaayat al-Mujtahid,bidaːjat al.mujtahid,extended
Bücher & Sammlungen,al-Mudawwanah,al-Mudawwanah,al.mudawwanah,extended
Bücher & Sammlungen,al-Umm,al-Umm,al.umm,extended
"Allah, Lobpreisungen & Grußformeln",الله,Allaah,ʔalˈlaːh,core
"Allah, Lobpreisungen & Grußformeln",ﷺ,Sallallaahu alaihi wa sallam,sˤalˈlaː lˈlaːhu ʕaˈlajhi waˈsallam,core
"Allah, Lobpreisungen & Grußformeln",عليه السلام,Alaihis-Salaam,ʕaˈlajhis.saˈlaːm,core
"Allah, Lobpreisungen & Grußformeln",عليها السلام,Alaihas-Salaam,ʕaˈlajhaːs.saˈlaːm,core
"Allah, Lobpreisungen & Grußformeln",عليهما السلام,Alaihimas-Salaam,ʕaˈlajhimaːs.saˈlaːm,core
"Allah, Lobpreisungen & Grußformeln",رضي الله عنه,Radiyallaahu anhu,radˤi.jalˈlaːhu ʕanhu,core
"Allah, Lobpreisungen & Grußformeln",رضي الله عنها,Radiyallaahu anhaa,radˤi.jalˈlaːhu ʕanhaː,core
"Allah, Lobpreisungen & Grußformeln",رضي الله عنهما,Radiyallaahu anhumaa,radˤi.jalˈlaːhu ʕanhumaː,core
"Allah, Lobpreisungen & Grußformeln",رضي الله عنهم,Radiyallaahu anhum,radˤi.jalˈlaːhu ʕanhum,core
"Allah, Lobpreisungen & Grußformeln",رحمه الله,Rahimahullaah,raħimahulˈlaːh,core
"Allah, Lobpreisungen & Grußformeln",بسم الله,Bismillaah,bismilˈlaːh,core
"Allah, Lobpreisungen & Grußformeln",الحمد لله,Alhamdulillaah,alħamdu lilˈlaːh,core
"Allah, Lobpreisungen & Grußformeln",سبحان الله,Subhaanallaah,subħaːnalˈlaːh,core
"Allah, Lobpreisungen & Grußformeln",الله أكبر,Allaahu Akbar,alˈlaːhu ʔakbar,core
"Allah, Lobpreisungen & Grußformeln",لا إله إلا الله,Laa ilaaha illallaah,laː ʔilaːha ʔilˈlaː lˈlaːh,core
"Ṣaḥābah, Ahl al-Bayt & frühe Generationen",Ṣaḥābah,Sahaaba,sˤaˈħaːba,core
