<PARSED TEXT FOR SHEET: 1 / 1 TABS
TAB NAME: dar_al_tawhid_islamic_pronunciation_master.csv>index,category,canonical,string_to_replace,alias,ipa,priority
659,Qurʾān & Qurʾān-Wissenschaften,al-Ḥuǧurāt,al-Hujurat,al-Hudschuraat,al.ħud͡ʒuraːt,extended
660,Qurʾān & Qurʾān-Wissenschaften,al-Ḥuǧurāt,al-ḥuǧurāt,al-Hudschuraat,al.ħud͡ʒuraːt,extended
661,Qurʾān & Qurʾān-Wissenschaften,al-Ḥuǧurāt,al-hujurat,al-Hudschuraat,al.ħud͡ʒuraːt,extended
662,Qurʾān & Qurʾān-Wissenschaften,Qāf,Qāf,Qaaf,qaːf,extended
663,Qurʾān & Qurʾān-Wissenschaften,Qāf,Qaf,Qaaf,qaːf,extended
664,Qurʾān & Qurʾān-Wissenschaften,Qāf,qāf,Qaaf,qaːf,extended
665,Qurʾān & Qurʾān-Wissenschaften,Qāf,qaf,Qaaf,qaːf,extended
666,Qurʾān & Qurʾān-Wissenschaften,aḏ-Ḏāriyāt,aḏ-Ḏāriyāt,adh-Dhaariyaat,að.ðaːrijaːt,extended
667,Qurʾān & Qurʾān-Wissenschaften,aḏ-Ḏāriyāt,adh-Dhariyat,adh-Dhaariyaat,að.ðaːrijaːt,extended
668,Qurʾān & Qurʾān-Wissenschaften,aḏ-Ḏāriyāt,aḏ-ḏāriyāt,adh-Dhaariyaat,að.ðaːrijaːt,extended
669,Qurʾān & Qurʾān-Wissenschaften,aḏ-Ḏāriyāt,adh-dhariyat,adh-Dhaariyaat,að.ðaːrijaːt,extended
670,Qurʾān & Qurʾān-Wissenschaften,aṭ-Ṭūr,aṭ-Ṭūr,at-Tuur,atˤ.tˤuːr,extended
671,Qurʾān & Qurʾān-Wissenschaften,aṭ-Ṭūr,at-Tur,at-Tuur,atˤ.tˤuːr,extended
672,Qurʾān & Qurʾān-Wissenschaften,aṭ-Ṭūr,aṭ-ṭūr,at-Tuur,atˤ.tˤuːr,extended
673,Qurʾān & Qurʾān-Wissenschaften,aṭ-Ṭūr,at-tur,at-Tuur,atˤ.tˤuːr,extended
674,Qurʾān & Qurʾān-Wissenschaften,an-Naǧm,an-Naǧm,an-Nadschm,an.nad͡ʒm,extended
675,Qurʾān & Qurʾān-Wissenschaften,an-Naǧm,an-Najm,an-Nadschm,an.nad͡ʒm,extended
676,Qurʾān & Qurʾān-Wissenschaften,an-Naǧm,an-naǧm,an-Nadschm,an.nad͡ʒm,extended
677,Qurʾān & Qurʾān-Wissenschaften,an-Naǧm,an-najm,an-Nadschm,an.nad͡ʒm,extended
678,Qurʾān & Qurʾān-Wissenschaften,al-Qamar,al-Qamar,al-Qamar,al.qamar,extended
679,Qurʾān & Qurʾān-Wissenschaften,al-Qamar,al-qamar,al-Qamar,al.qamar,extended
680,Qurʾān & Qurʾān-Wissenschaften,ar-Raḥmān,ar-Raḥmān,ar-Rahmaan,ar.raħmaːn,extended
681,Qurʾān & Qurʾān-Wissenschaften,ar-Raḥmān,ar-Rahman,ar-Rahmaan,ar.raħmaːn,extended
682,Qurʾān & Qurʾān-Wissenschaften,ar-Raḥmān,ar-raḥmān,ar-Rahmaan,ar.raħmaːn,extended
683,Qurʾān & Qurʾān-Wissenschaften,ar-Raḥmān,ar-rahman,ar-Rahmaan,ar.raħmaːn,extended
684,Qurʾān & Qurʾān-Wissenschaften,al-Wāqiʿah,al-Wāqiʿah,al-Waaqi-ah,al.waːqiʕah,extended
685,Qurʾān & Qurʾān-Wissenschaften,al-Wāqiʿah,al-Waqi'ah,al-Waaqi-ah,al.waːqiʕah,extended
686,Qurʾān & Qurʾān-Wissenschaften,al-Wāqiʿah,al-Waqiah,al-Waaqi-ah,al.waːqiʕah,extended
687,Qurʾān & Qurʾān-Wissenschaften,al-Wāqiʿah,al-wāqiʿah,al-Waaqi-ah,al.waːqiʕah,extended
688,Qurʾān & Qurʾān-Wissenschaften,al-Wāqiʿah,al-waqi'ah,al-Waaqi-ah,al.waːqiʕah,extended
689,Qurʾān & Qurʾān-Wissenschaften,al-Wāqiʿah,al-waqiah,al-Waaqi-ah,al.waːqiʕah,extended
690,Qurʾān & Qurʾān-Wissenschaften,al-Ḥadīd,al-Ḥadīd,al-Hadiid,al.ħadiːd,extended
691,Qurʾān & Qurʾān-Wissenschaften,al-Ḥadīd,al-Hadid,al-Hadiid,al.ħadiːd,extended
692,Qurʾān & Qurʾān-Wissenschaften,al-Ḥadīd,al-ḥadīd,al-Hadiid,al.ħadiːd,extended
693,Qurʾān & Qurʾān-Wissenschaften,al-Ḥadīd,al-hadid,al-Hadiid,al.ħadiːd,extended
694,Qurʾān & Qurʾān-Wissenschaften,al-Muǧādilah,al-Muǧādilah,al-Mudschaadilah,al.mud͡ʒaːdilah,extended
695,Qurʾān & Qurʾān-Wissenschaften,al-Muǧādilah,al-Mujadilah,al-Mudschaadilah,al.mud͡ʒaːdilah,extended
696,Qurʾān & Qurʾān-Wissenschaften,al-Muǧādilah,al-muǧādilah,al-Mudschaadilah,al.mud͡ʒaːdilah,extended
697,Qurʾān & Qurʾān-Wissenschaften,al-Muǧādilah,al-mujadilah,al-Mudschaadilah,al.mud͡ʒaːdilah,extended
698,Qurʾān & Qurʾān-Wissenschaften,al-Ḥašr,al-Ḥašr,al-Haschr,al.ħaʃr,extended
699,Qurʾān & Qurʾān-Wissenschaften,al-Ḥašr,al-Hashr,al-Haschr,al.ħaʃr,extended
700,Qurʾān & Qurʾān-Wissenschaften,al-Ḥašr,al-ḥašr,al-Haschr,al.ħaʃr,extended
701,Qurʾān & Qurʾān-Wissenschaften,al-Ḥašr,al-hashr,al-Haschr,al.ħaʃr,extended
702,Qurʾān & Qurʾān-Wissenschaften,al-Mumtaḥanah,al-Mumtaḥanah,al-Mumtahanah,al.mumtaħanah,extended
703,Qurʾān & Qurʾān-Wissenschaften,al-Mumtaḥanah,al-Mumtahanah,al-Mumtahanah,al.mumtaħanah,extended
704,Qurʾān & Qurʾān-Wissenschaften,al-Mumtaḥanah,al-mumtaḥanah,al-Mumtahanah,al.mumtaħanah,extended
705,Qurʾān & Qurʾān-Wissenschaften,al-Mumtaḥanah,al-mumtahanah,al-Mumtahanah,al.mumtaħanah,extended
706,Qurʾān & Qurʾān-Wissenschaften,aṣ-Ṣaff,aṣ-Ṣaff,as-Saff,asˤ.sˤaff,extended
707,Qurʾān & Qurʾān-Wissenschaften,aṣ-Ṣaff,as-Saff,as-Saff,asˤ.sˤaff,extended
708,Qurʾān & Qurʾān-Wissenschaften,aṣ-Ṣaff,aṣ-ṣaff,as-Saff,asˤ.sˤaff,extended
709,Qurʾān & Qurʾān-Wissenschaften,aṣ-Ṣaff,as-saff,as-Saff,asˤ.sˤaff,extended
710,Qurʾān & Qurʾān-Wissenschaften,al-Ǧumuʿah,al-Ǧumuʿah,al-Dschumu-ah,al.d͡ʒumuʕah,extended
711,Qurʾān & Qurʾān-Wissenschaften,al-Ǧumuʿah,al-Jumu'ah,al-Dschumu-ah,al.d͡ʒumuʕah,extended
712,Qurʾān & Qurʾān-Wissenschaften,al-Ǧumuʿah,al-Jumuah,al-Dschumu-ah,al.d͡ʒumuʕah,extended
713,Qurʾān & Qurʾān-Wissenschaften,al-Ǧumuʿah,al-ǧumuʿah,al-Dschumu-ah,al.d͡ʒumuʕah,extended
714,Qurʾān & Qurʾān-Wissenschaften,al-Ǧumuʿah,al-jumu'ah,al-Dschumu-ah,al.d͡ʒumuʕah,extended
715,Qurʾān & Qurʾān-Wissenschaften,al-Ǧumuʿah,al-jumuah,al-Dschumu-ah,al.d͡ʒumuʕah,extended
716,Qurʾān & Qurʾān-Wissenschaften,al-Munāfiqūn,al-Munāfiqūn,al-Munaafiquun,al.munaːfiquːn,extended
717,Qurʾān & Qurʾān-Wissenschaften,al-Munāfiqūn,al-Munafiqun,al-Munaafiquun,al.munaːfiquːn,extended
718,Qurʾān & Qurʾān-Wissenschaften,al-Munāfiqūn,al-munāfiqūn,al-Munaafiquun,al.munaːfiquːn,extended
719,Qurʾān & Qurʾān-Wissenschaften,al-Munāfiqūn,al-munafiqun,al-Munaafiquun,al.munaːfiquːn,extended
720,Qurʾān & Qurʾān-Wissenschaften,at-Taġābun,at-Taġābun,at-Taghaabun,at.taɣaːbun,extended
721,Qurʾān & Qurʾān-Wissenschaften,at-Taġābun,at-Taghabun,at-Taghaabun,at.taɣaːbun,extended
722,Qurʾān & Qurʾān-Wissenschaften,at-Taġābun,at-taġābun,at-Taghaabun,at.taɣaːbun,extended
723,Qurʾān & Qurʾān-Wissenschaften,at-Taġābun,at-taghabun,at-Taghaabun,at.taɣaːbun,extended
724,Qurʾān & Qurʾān-Wissenschaften,aṭ-Ṭalāq,aṭ-Ṭalāq,at-Talaaq,atˤ.tˤalaːq,extended
725,Qurʾān & Qurʾān-Wissenschaften,aṭ-Ṭalāq,at-Talaq,at-Talaaq,atˤ.tˤalaːq,extended
726,Qurʾān & Qurʾān-Wissenschaften,aṭ-Ṭalāq,aṭ-ṭalāq,at-Talaaq,atˤ.tˤalaːq,extended
727,Qurʾān & Qurʾān-Wissenschaften,aṭ-Ṭalāq,at-talaq,at-Talaaq,atˤ.tˤalaːq,extended
728,Qurʾān & Qurʾān-Wissenschaften,at-Taḥrīm,at-Taḥrīm,at-Tahriim,at.taħriːm,extended
729,Qurʾān & Qurʾān-Wissenschaften,at-Taḥrīm,at-Tahrim,at-Tahriim,at.taħriːm,extended
730,Qurʾān & Qurʾān-Wissenschaften,at-Taḥrīm,at-taḥrīm,at-Tahriim,at.taħriːm,extended
731,Qurʾān & Qurʾān-Wissenschaften,at-Taḥrīm,at-tahrim,at-Tahriim,at.taħriːm,extended
732,Qurʾān & Qurʾān-Wissenschaften,al-Mulk,al-Mulk,al-Mulk,al.mulk,extended
733,Qurʾān & Qurʾān-Wissenschaften,al-Mulk,al-mulk,al-Mulk,al.mulk,extended
734,Qurʾān & Qurʾān-Wissenschaften,al-Qalam,al-Qalam,al-Qalam,al.qalam,extended
735,Qurʾān & Qurʾān-Wissenschaften,al-Qalam,al-qalam,al-Qalam,al.qalam,extended
736,Qurʾān & Qurʾān-Wissenschaften,al-Ḥāqqah,al-Ḥāqqah,al-Haaqqah,al.ħaːqqah,extended
737,Qurʾān & Qurʾān-Wissenschaften,al-Ḥāqqah,al-Haqqah,al-Haaqqah,al.ħaːqqah,extended
738,Qurʾān & Qurʾān-Wissenschaften,al-Ḥāqqah,al-ḥāqqah,al-Haaqqah,al.ħaːqqah,extended
739,Qurʾān & Qurʾān-Wissenschaften,al-Ḥāqqah,al-haqqah,al-Haaqqah,al.ħaːqqah,extended
740,Qurʾān & Qurʾān-Wissenschaften,al-Maʿāriǧ,al-Maʿāriǧ,al-Ma-aaridsch,al.maʕaːrid͡ʒ,extended
741,Qurʾān & Qurʾān-Wissenschaften,al-Maʿāriǧ,al-Ma'arij,al-Ma-aaridsch,al.maʕaːrid͡ʒ,extended
742,Qurʾān & Qurʾān-Wissenschaften,al-Maʿāriǧ,al-Maarij,al-Ma-aaridsch,al.maʕaːrid͡ʒ,extended
743,Qurʾān & Qurʾān-Wissenschaften,al-Maʿāriǧ,al-maʿāriǧ,al-Ma-aaridsch,al.maʕaːrid͡ʒ,extended
744,Qurʾān & Qurʾān-Wissenschaften,al-Maʿāriǧ,al-ma'arij,al-Ma-aaridsch,al.maʕaːrid͡ʒ,extended
745,Qurʾān & Qurʾān-Wissenschaften,al-Maʿāriǧ,al-maarij,al-Ma-aaridsch,al.maʕaːrid͡ʒ,extended
746,Qurʾān & Qurʾān-Wissenschaften,Nūḥ,Nūḥ,Nuuh,nuːħ,extended
747,Qurʾān & Qurʾān-Wissenschaften,Nūḥ,Nuh,Nuuh,nuːħ,extended
748,Qurʾān & Qurʾān-Wissenschaften,Nūḥ,nūḥ,Nuuh,nuːħ,extended
749,Qurʾān & Qurʾān-Wissenschaften,Nūḥ,nuh,Nuuh,nuːħ,extended
750,Qurʾān & Qurʾān-Wissenschaften,al-Ǧinn,al-Ǧinn,al-Dschinn,al.d͡ʒinn,extended
751,Qurʾān & Qurʾān-Wissenschaften,al-Ǧinn,al-Jinn,al-Dschinn,al.d͡ʒinn,extended
752,Qurʾān & Qurʾān-Wissenschaften,al-Ǧinn,al-ǧinn,al-Dschinn,al.d͡ʒinn,extended
753,Qurʾān & Qurʾān-Wissenschaften,al-Ǧinn,al-jinn,al-Dschinn,al.d͡ʒinn,extended
754,Qurʾān & Qurʾān-Wissenschaften,al-Muzzammil,al-Muzzammil,al-Muzzammil,al.muzzammil,extended
755,Qurʾān & Qurʾān-Wissenschaften,al-Muzzammil,al-muzzammil,al-Muzzammil,al.muzzammil,extended
756,Qurʾān & Qurʾān-Wissenschaften,al-Muddaṯṯir,al-Muddaṯṯir,al-Muddaththir,al.muddaθθir,extended
757,Qurʾān & Qurʾān-Wissenschaften,al-Muddaṯṯir,al-Muddaththir,al-Muddaththir,al.muddaθθir,extended
758,Qurʾān & Qurʾān-Wissenschaften,al-Muddaṯṯir,al-muddaṯṯir,al-Muddaththir,al.muddaθθir,extended
759,Qurʾān & Qurʾān-Wissenschaften,al-Muddaṯṯir,al-muddaththir,al-Muddaththir,al.muddaθθir,extended
760,Qurʾān & Qurʾān-Wissenschaften,al-Qiyāmah,al-Qiyāmah,al-Qiyaamah,al.qijaːmah,extended
761,Qurʾān & Qurʾān-Wissenschaften,al-Qiyāmah,al-Qiyamah,al-Qiyaamah,al.qijaːmah,extended
762,Qurʾān & Qurʾān-Wissenschaften,al-Qiyāmah,al-qiyāmah,al-Qiyaamah,al.qijaːmah,extended
763,Qurʾān & Qurʾān-Wissenschaften,al-Qiyāmah,al-qiyamah,al-Qiyaamah,al.qijaːmah,extended
764,Qurʾān & Qurʾān-Wissenschaften,al-Insān,al-Insān,al-Insaan,al.insaːn,extended
765,Qurʾān & Qurʾān-Wissenschaften,al-Insān,al-Insan,al-Insaan,al.insaːn,extended
766,Qurʾān & Qurʾān-Wissenschaften,al-Insān,al-insān,al-Insaan,al.insaːn,extended
767,Qurʾān & Qurʾān-Wissenschaften,al-Insān,al-insan,al-Insaan,al.insaːn,extended
768,Qurʾān & Qurʾān-Wissenschaften,al-Mursalāt,al-Mursalāt,al-Mursalaat,al.mursalaːt,extended
769,Qurʾān & Qurʾān-Wissenschaften,al-Mursalāt,al-Mursalat,al-Mursalaat,al.mursalaːt,extended
770,Qurʾān & Qurʾān-Wissenschaften,al-Mursalāt,al-mursalāt,al-Mursalaat,al.mursalaːt,extended
771,Qurʾān & Qurʾān-Wissenschaften,al-Mursalāt,al-mursalat,al-Mursalaat,al.mursalaːt,extended
772,Qurʾān & Qurʾān-Wissenschaften,an-Nabaʾ,an-Nabaʾ,an-Naba-,an.nabaʔ,extended
773,Qurʾān & Qurʾān-Wissenschaften,an-Nabaʾ,an-Naba',an-Naba-,an.nabaʔ,extended
774,Qurʾān & Qurʾān-Wissenschaften,an-Nabaʾ,an-Naba,an-Naba-,an.nabaʔ,extended
775,Qurʾān & Qurʾān-Wissenschaften,an-Nabaʾ,an-nabaʾ,an-Naba-,an.nabaʔ,extended
776,Qurʾān & Qurʾān-Wissenschaften,an-Nabaʾ,an-naba',an-Naba-,an.nabaʔ,extended
777,Qurʾān & Qurʾān-Wissenschaften,an-Nabaʾ,an-naba,an-Naba-,an.nabaʔ,extended
778,Qurʾān & Qurʾān-Wissenschaften,an-Nāziʿāt,an-Nāziʿāt,an-Naazi-aat,an.naːziʕaːt,extended
779,Qurʾān & Qurʾān-Wissenschaften,an-Nāziʿāt,an-Nazi'at,an-Naazi-aat,an.naːziʕaːt,extended
780,Qurʾān & Qurʾān-Wissenschaften,an-Nāziʿāt,an-Naziat,an-Naazi-aat,an.naːziʕaːt,extended
781,Qurʾān & Qurʾān-Wissenschaften,an-Nāziʿāt,an-nāziʿāt,an-Naazi-aat,an.naːziʕaːt,extended
782,Qurʾān & Qurʾān-Wissenschaften,an-Nāziʿāt,an-nazi'at,an-Naazi-aat,an.naːziʕaːt,extended
783,Qurʾān & Qurʾān-Wissenschaften,an-Nāziʿāt,an-naziat,an-Naazi-aat,an.naːziʕaːt,extended
784,Qurʾān & Qurʾān-Wissenschaften,ʿAbasa,ʿAbasa,-Abasa,ʕabasa,extended
785,Qurʾān & Qurʾān-Wissenschaften,ʿAbasa,'Abasa,-Abasa,ʕabasa,extended
786,Qurʾān & Qurʾān-Wissenschaften,ʿAbasa,Abasa,-Abasa,ʕabasa,extended
787,Qurʾān & Qurʾān-Wissenschaften,ʿAbasa,ʿabasa,-Abasa,ʕabasa,extended
788,Qurʾān & Qurʾān-Wissenschaften,ʿAbasa,'abasa,-Abasa,ʕabasa,extended
789,Qurʾān & Qurʾān-Wissenschaften,ʿAbasa,abasa,-Abasa,ʕabasa,extended
790,Qurʾān & Qurʾān-Wissenschaften,at-Takwīr,at-Takwīr,at-Takwiir,at.takwiːr,extended
791,Qurʾān & Qurʾān-Wissenschaften,at-Takwīr,at-Takwir,at-Takwiir,at.takwiːr,extended
792,Qurʾān & Qurʾān-Wissenschaften,at-Takwīr,at-takwīr,at-Takwiir,at.takwiːr,extended
793,Qurʾān & Qurʾān-Wissenschaften,at-Takwīr,at-takwir,at-Takwiir,at.takwiːr,extended
794,Qurʾān & Qurʾān-Wissenschaften,al-Infiṭār,al-Infiṭār,al-Infitaar,al.infitˤaːr,extended
795,Qurʾān & Qurʾān-Wissenschaften,al-Infiṭār,al-Infitar,al-Infitaar,al.infitˤaːr,extended
796,Qurʾān & Qurʾān-Wissenschaften,al-Infiṭār,al-infiṭār,al-Infitaar,al.infitˤaːr,extended
797,Qurʾān & Qurʾān-Wissenschaften,al-Infiṭār,al-infitar,al-Infitaar,al.infitˤaːr,extended
798,Qurʾān & Qurʾān-Wissenschaften,al-Muṭaffifīn,al-Muṭaffifīn,al-Mutaffifiin,al.mutˤaffifiːn,extended
799,Qurʾān & Qurʾān-Wissenschaften,al-Muṭaffifīn,al-Mutaffifin,al-Mutaffifiin,al.mutˤaffifiːn,extended
800,Qurʾān & Qurʾān-Wissenschaften,al-Muṭaffifīn,al-muṭaffifīn,al-Mutaffifiin,al.mutˤaffifiːn,extended
801,Qurʾān & Qurʾān-Wissenschaften,al-Muṭaffifīn,al-mutaffifin,al-Mutaffifiin,al.mutˤaffifiːn,extended
802,Qurʾān & Qurʾān-Wissenschaften,al-Inšiqāq,al-Inšiqāq,al-Inschiqaaq,al.inʃiqaːq,extended
803,Qurʾān & Qurʾān-Wissenschaften,al-Inšiqāq,al-Inshiqaq,al-Inschiqaaq,al.inʃiqaːq,extended
804,Qurʾān & Qurʾān-Wissenschaften,al-Inšiqāq,al-inšiqāq,al-Inschiqaaq,al.inʃiqaːq,extended
805,Qurʾān & Qurʾān-Wissenschaften,al-Inšiqāq,al-inshiqaq,al-Inschiqaaq,al.inʃiqaːq,extended
806,Qurʾān & Qurʾān-Wissenschaften,al-Burūǧ,al-Burūǧ,al-Buruudsch,al.buruːd͡ʒ,extended
807,Qurʾān & Qurʾān-Wissenschaften,al-Burūǧ,al-Buruj,al-Buruudsch,al.buruːd͡ʒ,extended
808,Qurʾān & Qurʾān-Wissenschaften,al-Burūǧ,al-burūǧ,al-Buruudsch,al.buruːd͡ʒ,extended
809,Qurʾān & Qurʾān-Wissenschaften,al-Burūǧ,al-buruj,al-Buruudsch,al.buruːd͡ʒ,extended
810,Qurʾān & Qurʾān-Wissenschaften,aṭ-Ṭāriq,aṭ-Ṭāriq,at-Taariq,atˤ.tˤaːriq,extended
811,Qurʾān & Qurʾān-Wissenschaften,aṭ-Ṭāriq,at-Tariq,at-Taariq,atˤ.tˤaːriq,extended
812,Qurʾān & Qurʾān-Wissenschaften,aṭ-Ṭāriq,aṭ-ṭāriq,at-Taariq,atˤ.tˤaːriq,extended
813,Qurʾān & Qurʾān-Wissenschaften,aṭ-Ṭāriq,at-tariq,at-Taariq,atˤ.tˤaːriq,extended
814,Qurʾān & Qurʾān-Wissenschaften,al-Aʿlā,al-Aʿlā,al-A-laa,al.aʕlaː,extended
815,Qurʾān & Qurʾān-Wissenschaften,al-Aʿlā,al-A'la,al-A-laa,al.aʕlaː,extended
816,Qurʾān & Qurʾān-Wissenschaften,al-Aʿlā,al-Ala,al-A-laa,al.aʕlaː,extended
817,Qurʾān & Qurʾān-Wissenschaften,al-Aʿlā,al-aʿlā,al-A-laa,al.aʕlaː,extended
818,Qurʾān & Qurʾān-Wissenschaften,al-Aʿlā,al-a'la,al-A-laa,al.aʕlaː,extended
819,Qurʾān & Qurʾān-Wissenschaften,al-Aʿlā,al-ala,al-A-laa,al.aʕlaː,extended
820,Qurʾān & Qurʾān-Wissenschaften,al-Ġāšiyah,al-Ġāšiyah,al-Ghaaschiyah,al.ɣaːʃijah,extended
821,Qurʾān & Qurʾān-Wissenschaften,al-Ġāšiyah,al-Ghashiyah,al-Ghaaschiyah,al.ɣaːʃijah,extended
822,Qurʾān & Qurʾān-Wissenschaften,al-Ġāšiyah,al-ġāšiyah,al-Ghaaschiyah,al.ɣaːʃijah,extended
823,Qurʾān & Qurʾān-Wissenschaften,al-Ġāšiyah,al-ghashiyah,al-Ghaaschiyah,al.ɣaːʃijah,extended
824,Qurʾān & Qurʾān-Wissenschaften,al-Faǧr,al-Faǧr,al-Fadschr,al.fad͡ʒr,extended
825,Qurʾān & Qurʾān-Wissenschaften,al-Faǧr,al-Fajr,al-Fadschr,al.fad͡ʒr,extended
826,Qurʾān & Qurʾān-Wissenschaften,al-Faǧr,al-faǧr,al-Fadschr,al.fad͡ʒr,extended
827,Qurʾān & Qurʾān-Wissenschaften,al-Faǧr,al-fajr,al-Fadschr,al.fad͡ʒr,extended
828,Qurʾān & Qurʾān-Wissenschaften,al-Balad,al-Balad,al-Balad,al.balad,extended
829,Qurʾān & Qurʾān-Wissenschaften,al-Balad,al-balad,al-Balad,al.balad,extended
830,Qurʾān & Qurʾān-Wissenschaften,aš-Šams,aš-Šams,asch-Schams,aʃ.ʃams,extended
831,Qurʾān & Qurʾān-Wissenschaften,aš-Šams,ash-Shams,asch-Schams,aʃ.ʃams,extended
832,Qurʾān & Qurʾān-Wissenschaften,aš-Šams,aš-šams,asch-Schams,aʃ.ʃams,extended
833,Qurʾān & Qurʾān-Wissenschaften,aš-Šams,ash-shams,asch-Schams,aʃ.ʃams,extended
834,Qurʾān & Qurʾān-Wissenschaften,al-Layl,al-Layl,al-Layl,al.lajl,extended
835,Qurʾān & Qurʾān-Wissenschaften,al-Layl,al-layl,al-Layl,al.lajl,extended
836,Qurʾān & Qurʾān-Wissenschaften,aḍ-Ḍuḥā,aḍ-Ḍuḥā,ad-Duhaa,adˤ.dˤuħaː,extended
837,Qurʾān & Qurʾān-Wissenschaften,aḍ-Ḍuḥā,ad-Duha,ad-Duhaa,adˤ.dˤuħaː,extended
838,Qurʾān & Qurʾān-Wissenschaften,aḍ-Ḍuḥā,aḍ-ḍuḥā,ad-Duhaa,adˤ.dˤuħaː,extended
839,Qurʾān & Qurʾān-Wissenschaften,aḍ-Ḍuḥā,ad-duha,ad-Duhaa,adˤ.dˤuħaː,extended
840,Qurʾān & Qurʾān-Wissenschaften,aš-Šarḥ,aš-Šarḥ,asch-Scharh,aʃ.ʃarħ,extended
841,Qurʾān & Qurʾān-Wissenschaften,aš-Šarḥ,ash-Sharh,asch-Scharh,aʃ.ʃarħ,extended
842,Qurʾān & Qurʾān-Wissenschaften,aš-Šarḥ,aš-šarḥ,asch-Scharh,aʃ.ʃarħ,extended
843,Qurʾān & Qurʾān-Wissenschaften,aš-Šarḥ,ash-sharh,asch-Scharh,aʃ.ʃarħ,extended
844,Qurʾān & Qurʾān-Wissenschaften,at-Tīn,at-Tīn,at-Tiin,at.tiːn,extended
845,Qurʾān & Qurʾān-Wissenschaften,at-Tīn,at-Tin,at-Tiin,at.tiːn,extended
846,Qurʾān & Qurʾān-Wissenschaften,at-Tīn,at-tīn,at-Tiin,at.tiːn,extended
847,Qurʾān & Qurʾān-Wissenschaften,at-Tīn,at-tin,at-Tiin,at.tiːn,extended
848,Qurʾān & Qurʾān-Wissenschaften,al-ʿAlaq,al-ʿAlaq,al-Alaq,al.ʕalaq,extended
849,Qurʾān & Qurʾān-Wissenschaften,al-ʿAlaq,al-'Alaq,al-Alaq,al.ʕalaq,extended
850,Qurʾān & Qurʾān-Wissenschaften,al-ʿAlaq,al-Alaq,al-Alaq,al.ʕalaq,extended
851,Qurʾān & Qurʾān-Wissenschaften,al-ʿAlaq,al-ʿalaq,al-Alaq,al.ʕalaq,extended
852,Qurʾān & Qurʾān-Wissenschaften,al-ʿAlaq,al-'alaq,al-Alaq,al.ʕalaq,extended
853,Qurʾān & Qurʾān-Wissenschaften,al-ʿAlaq,al-alaq,al-Alaq,al.ʕalaq,extended
854,Qurʾān & Qurʾān-Wissenschaften,al-Qadr,al-Qadr,al-Qadr,al.qadr,extended
855,Qurʾān & Qurʾān-Wissenschaften,al-Qadr,al-qadr,al-Qadr,al.qadr,extended
856,Qurʾān & Qurʾān-Wissenschaften,al-Bayyinah,al-Bayyinah,al-Bayyinah,al.bajjinah,extended
857,Qurʾān & Qurʾān-Wissenschaften,al-Bayyinah,al-bayyinah,al-Bayyinah,al.bajjinah,extended
858,Qurʾān & Qurʾān-Wissenschaften,az-Zalzalah,az-Zalzalah,az-Zalzalah,az.zalzalah,extended
859,Qurʾān & Qurʾān-Wissenschaften,az-Zalzalah,az-zalzalah,az-Zalzalah,az.zalzalah,extended
860,Qurʾān & Qurʾān-Wissenschaften,al-ʿĀdiyāt,al-ʿĀdiyāt,al-Aadiyaat,al.ʕaːdijaːt,extended
861,Qurʾān & Qurʾān-Wissenschaften,al-ʿĀdiyāt,al-'Adiyat,al-Aadiyaat,al.ʕaːdijaːt,extended
862,Qurʾān & Qurʾān-Wissenschaften,al-ʿĀdiyāt,al-Adiyat,al-Aadiyaat,al.ʕaːdijaːt,extended
863,Qurʾān & Qurʾān-Wissenschaften,al-ʿĀdiyāt,al-ʿādiyāt,al-Aadiyaat,al.ʕaːdijaːt,extended
864,Qurʾān & Qurʾān-Wissenschaften,al-ʿĀdiyāt,al-'adiyat,al-Aadiyaat,al.ʕaːdijaːt,extended
865,Qurʾān & Qurʾān-Wissenschaften,al-ʿĀdiyāt,al-adiyat,al-Aadiyaat,al.ʕaːdijaːt,extended
866,Qurʾān & Qurʾān-Wissenschaften,al-Qāriʿah,al-Qāriʿah,al-Qaari-ah,al.qaːriʕah,extended
867,Qurʾān & Qurʾān-Wissenschaften,al-Qāriʿah,al-Qari'ah,al-Qaari-ah,al.qaːriʕah,extended
868,Qurʾān & Qurʾān-Wissenschaften,al-Qāriʿah,al-Qariah,al-Qaari-ah,al.qaːriʕah,extended
869,Qurʾān & Qurʾān-Wissenschaften,al-Qāriʿah,al-qāriʿah,al-Qaari-ah,al.qaːriʕah,extended
870,Qurʾān & Qurʾān-Wissenschaften,al-Qāriʿah,al-qari'ah,al-Qaari-ah,al.qaːriʕah,extended
871,Qurʾān & Qurʾān-Wissenschaften,al-Qāriʿah,al-qariah,al-Qaari-ah,al.qaːriʕah,extended
872,Qurʾān & Qurʾān-Wissenschaften,at-Takāṯur,at-Takāṯur,at-Takaathur,at.takaːθur,extended
873,Qurʾān & Qurʾān-Wissenschaften,at-Takāṯur,at-Takathur,at-Takaathur,at.takaːθur,extended
874,Qurʾān & Qurʾān-Wissenschaften,at-Takāṯur,at-takāṯur,at-Takaathur,at.takaːθur,extended
875,Qurʾān & Qurʾān-Wissenschaften,at-Takāṯur,at-takathur,at-Takaathur,at.takaːθur,extended
876,Qurʾān & Qurʾān-Wissenschaften,al-ʿAṣr,al-ʿAṣr,al-Asr,al.ʕasˤr,extended
